============================================================================================
    Date     Time  Temp SpCond  Cond    pH      pH Turbid+   Chl   Chl ODOsat    ODO Battery
   m/d/y hh:mm:ss     C  uS/cm mS/cm            mV     NTU  ug/L   RFU      %   mg/L   volts
--------------------------------------------------------------------------------------------
09/07/12 06:31:13 19.84    251 0.227  8.31  -123.2    16.7   9.8   2.9  106.6   9.72    10.9
09/07/12 07:01:13 19.76    252 0.227  8.30  -122.3    30.8   1.8   0.6  104.9   9.58    10.9
09/07/12 07:31:11 19.74    252 0.226  8.29  -121.6    32.2   4.2   1.3  104.3   9.53    10.9
09/07/12 08:01:12 20.17    252 0.229  8.30  -122.6    11.1   1.9   0.6  104.3   9.44    10.9
09/07/12 08:31:13 14.39    250 0.200  8.16  -112.7    29.7  70.9  20.8  103.7  10.59    10.9
09/07/12 09:01:13 13.23    248 0.192  8.19  -114.3    31.6   6.3   1.9  107.6  11.28    10.9
09/07/12 09:31:11 19.40    252 0.225  8.26  -119.9    14.6   2.1   0.6  106.3   9.77    10.8
09/07/12 10:01:12 13.88    253 0.199  8.21  -115.7     2.8  21.1   6.2  106.9  11.04    10.9
09/07/12 10:31:14 13.71    248 0.195  8.23  -116.4     2.9  10.2   3.0  108.7  11.27    10.8
09/07/12 11:01:13 13.47    248 0.193  8.23  -116.8     2.6   2.7   0.8  109.1  11.37    10.9
09/07/12 11:31:13 14.24    248 0.197  8.26  -118.8     1.4   3.1   0.9  110.2  11.28    10.8
09/07/12 12:01:13 14.38    248 0.198  8.27  -118.9     3.2   1.9   0.6  110.2  11.25    10.8
09/07/12 12:31:14 14.33    248 0.198  8.28  -120.1     3.3   3.0   0.9  111.4  11.39    10.9
09/07/12 13:01:14 14.57    248 0.199  8.30  -120.8     1.2   1.4   0.4  112.2  11.41    10.9
09/07/12 13:31:13 15.79    249 0.205  8.32  -122.4     4.0   2.9   0.9  112.9  11.18    10.9
09/07/12 14:01:13 16.09    249 0.206  8.34  -123.5     1.6   5.6   1.7  114.2  11.24    10.8
09/07/12 14:31:08 18.90    250 0.221  8.36  -125.9     2.1 109.2  32.1  111.2  10.33    10.8
09/07/12 15:01:12 19.25    250 0.223  8.36  -125.7   382.9 122.5  36.0  109.9  10.14    10.8
09/07/12 15:31:12 18.98    250 0.221  8.35  -125.1     4.7   1.3   0.4  110.2  10.22    10.9
09/07/12 16:01:12 18.72    250 0.220  8.35  -124.9     4.2   3.1   0.9  110.1  10.27    10.9
09/07/12 16:31:13 18.65    250 0.220  8.34  -124.5     3.6   2.5   0.8  109.9  10.26    10.8
09/07/12 17:01:12 18.77    250 0.221  8.34  -124.3     4.4   6.3   1.8  109.1  10.17    10.9
09/07/12 17:31:12 18.86    250 0.221  8.33  -123.7     6.4   2.9   0.9  108.1  10.05    10.9
09/07/12 18:01:12 18.76    250 0.221  8.31  -122.8     5.9   6.9   2.1  107.2   9.99    10.9
09/07/12 18:31:12 18.89    251 0.221  8.30  -122.4     9.2  14.0   4.1  106.5   9.89    10.9
09/07/12 19:01:14 18.99    251 0.222  8.30  -122.1     5.7   7.6   2.2  105.7   9.80    10.9
09/07/12 19:31:13 19.09    251 0.222  8.29  -121.8     5.1   7.2   2.1  105.3   9.74    10.9
09/07/12 20:01:12 19.18    251 0.223  8.28  -121.3     5.4   9.4   2.8  104.5   9.65    10.9
09/07/12 20:31:13 19.26    251 0.223  8.28  -120.8     8.6   9.0   2.7  103.7   9.56    10.9
09/07/12 21:01:13 19.35    251 0.224  8.27  -120.3     7.3   9.5   2.8  102.6   9.44    10.9
09/07/12 21:31:12 19.47    251 0.225  8.27  -120.7    10.8  35.4  10.4  102.7   9.43    10.9
09/07/12 22:01:13 19.55    251 0.225  8.28  -121.0     9.8  28.8   8.5  102.7   9.42    10.9
09/07/12 22:31:13 19.62    251 0.225  8.28  -121.3     4.7  44.6  13.1  102.9   9.42    10.9
09/07/12 23:01:13 19.65    251 0.226  8.27  -120.7    11.1  10.0   3.0  102.0   9.34    10.9
09/07/12 23:31:13 19.73    252 0.226  8.28  -120.9     3.7  17.6   5.2  101.9   9.31    10.9
09/08/12 00:01:12 19.80    252 0.227  8.28  -121.4     8.1   6.4   1.9  102.3   9.34    10.9
09/08/12 00:31:06 19.81    252 0.227  8.28  -121.5     8.4 451.8 132.7  102.1   9.31    10.9
09/08/12 01:01:09 19.88    252 0.227  8.29  -121.8     6.1   3.4   1.0  102.0   9.29    10.9
09/08/12 01:31:12 20.00    252 0.228  8.29  -121.7     4.9   7.7   2.3  101.3   9.21    10.9
09/08/12 02:01:12 20.11    252 0.228  8.29  -122.1     4.9   0.5   0.2  101.2   9.17    10.9
09/08/12 02:31:12 20.14    252 0.229  8.29  -122.1     4.0   1.5   0.5  100.8   9.14    10.9
09/08/12 03:01:13 20.17    252 0.229  8.30  -122.3     8.3  80.8  23.7  100.6   9.11    10.9
09/08/12 03:31:06 20.19    252 0.229  8.30  -122.6     5.7   3.2   1.0  101.0   9.14    10.9
09/08/12 04:01:12 20.19    252 0.229  8.30  -122.6     2.5   4.2   1.3  100.9   9.13    10.9
09/08/12 04:31:13 20.19    252 0.229  8.30  -122.3     2.6   4.5   1.3  100.7   9.11    10.9
09/08/12 05:01:07 20.17    252 0.229  8.29  -122.2     2.0 451.9 132.7  100.3   9.09    10.9
09/08/12 05:31:09 20.14    252 0.229  8.29  -122.0     9.2   2.4   0.7  100.3   9.09    10.9
09/08/12 06:01:12 20.13    252 0.229  8.29  -121.8     2.8  35.7  10.5   99.8   9.04    10.9
09/08/12 06:31:16 20.11    252 0.229  8.29  -121.6    11.5 119.5  35.1   99.6   9.03    10.8
09/08/12 07:01:13 20.09    252 0.229  8.28  -121.5     7.8  19.0   5.6   99.4   9.02    10.9
09/08/12 07:31:13 20.08    252 0.228  8.29  -121.6     7.0   6.9   2.0   99.7   9.05    10.9
09/08/12 08:01:13 19.88    252 0.227  8.30  -122.4     2.8   1.7   0.5  101.2   9.22    10.9
09/08/12 08:31:12 19.79    252 0.227  8.30  -122.1     4.8   4.2   1.2  101.2   9.23    10.9
09/08/12 09:01:13 19.78    252 0.227  8.30  -122.4     3.7  18.7   5.5  101.5   9.26    10.9
09/08/12 09:31:13 19.76    252 0.226  8.30  -122.6    13.6   9.3   2.7  101.6   9.27    10.9
09/08/12 10:01:13 19.72    252 0.226  8.30  -122.4     4.7  32.9   9.7  101.5   9.27    10.9
09/08/12 10:31:13 19.66    251 0.226  8.31  -123.1     4.3   1.6   0.5  102.2   9.35    10.9
09/08/12 11:01:13 19.59    252 0.226  8.31  -122.8     2.9  71.9  21.1  102.1   9.35    10.9
09/08/12 11:31:12 19.54    251 0.225  8.32  -123.4     3.6   5.0   1.5  102.7   9.42    10.9
09/08/12 12:01:12 19.54    251 0.225  8.31  -123.2     4.0   2.5   0.8  102.8   9.42    10.8
09/08/12 12:31:13 19.54    251 0.225  8.32  -123.5     7.0   4.3   1.3  102.9   9.44    10.9
09/08/12 13:01:12 19.57    251 0.225  8.32  -123.7     2.1   2.4   0.7  103.3   9.47    10.8
09/08/12 13:31:12 19.61    251 0.225  8.33  -124.1     1.6   1.4   0.4  103.7   9.50    10.8
09/08/12 14:01:13 19.61    251 0.225  8.34  -125.0     2.3   2.9   0.9  104.6   9.58    10.9
09/08/12 14:31:12 19.62    251 0.225  8.34  -125.0     1.8   0.8   0.2  104.5   9.57    10.9
09/08/12 15:01:12 19.65    251 0.225  8.34  -124.9     2.5   1.0   0.3  104.6   9.57    10.9
09/08/12 15:31:13 19.66    251 0.225  8.36  -125.8     3.4   4.2   1.2  105.6   9.66    10.9
09/08/12 16:01:14 19.65    251 0.226  8.35  -125.1     2.8   2.5   0.8  104.7   9.58    10.9
09/08/12 16:31:13 19.71    251 0.226  8.34  -124.8     2.1   7.3   2.2  104.4   9.54    10.9
09/08/12 17:01:12 19.73    251 0.226  8.34  -124.8     1.9   2.1   0.6  104.1   9.51    10.8
09/08/12 17:31:12 19.81    252 0.227  8.33  -124.0     1.7   1.3   0.4  103.0   9.40    10.9
09/08/12 18:01:12 19.79    251 0.226  8.32  -123.8     2.1   0.6   0.2  103.1   9.40    10.9
09/08/12 18:31:12 19.61    251 0.225  8.34  -124.8     3.1   1.2   0.4  103.8   9.50    10.9
09/08/12 19:01:13 19.61    251 0.225  8.35  -125.5     2.3   1.0   0.3  104.0   9.53    10.9
09/08/12 19:31:13 19.67    251 0.226  8.35  -125.4     3.1   3.8   1.1  103.9   9.51    10.9
09/08/12 20:01:13 19.67    251 0.226  8.35  -125.6     2.6   4.1   1.2  104.2   9.54    10.9
09/08/12 20:31:13 19.56    251 0.225  8.34  -124.5     4.0   2.5   0.8  103.2   9.46    10.9
09/08/12 21:01:13 19.57    251 0.225  8.32  -123.7     2.5   0.5   0.2  102.3   9.38    10.9
09/08/12 21:31:13 19.93    252 0.227  8.32  -123.6     1.0   3.2   1.0  101.3   9.22    10.9
09/08/12 22:01:13 19.99    252 0.228  8.31  -123.2     1.3   4.6   1.4  100.7   9.15    10.9
09/08/12 22:31:13 19.85    252 0.227  8.29  -121.5     2.5   7.5   2.2   99.0   9.02    10.9
09/08/12 23:01:13 19.87    252 0.227  8.28  -121.2     1.7   2.8   0.8   98.5   8.97    10.9
09/08/12 23:31:13 19.98    252 0.228  8.29  -121.7     1.5   7.5   2.2   98.8   8.98    10.9
09/09/12 00:01:13 19.94    252 0.228  8.29  -121.8     3.9   7.7   2.3   98.9   8.99    10.9
09/09/12 00:31:13 19.98    252 0.228  8.30  -122.3     2.8   1.8   0.5   99.3   9.03    10.9
09/09/12 01:01:13 19.96    252 0.228  8.30  -122.5     2.3   0.3   0.1   99.1   9.02    10.9
09/09/12 01:31:13 19.98    252 0.228  8.30  -122.6     1.7   3.6   1.1   99.2   9.02    10.9
09/09/12 02:01:12 19.76    252 0.227  8.29  -121.9     2.5   4.9   1.4   98.6   9.00    10.8
09/09/12 02:31:12 19.67    252 0.226  8.31  -122.8     3.0   5.2   1.5   99.3   9.08    10.8
09/09/12 03:01:13 19.83    252 0.227  8.29  -121.9     1.7   2.5   0.8   98.1   8.95    10.8
09/09/12 03:31:13 19.87    252 0.227  8.28  -121.2     3.4   1.3   0.4   96.9   8.83    10.9
09/09/12 04:01:13 20.04    252 0.228  8.29  -121.8     1.2   2.5   0.7   97.5   8.86    10.9
09/09/12 04:31:12 20.04    252 0.228  8.27  -120.8     2.5   1.8   0.6   96.5   8.76    10.8
09/09/12 05:01:12 20.03    252 0.228  8.26  -120.0     1.2   4.4   1.3   95.3   8.66    10.9
09/09/12 05:31:12 20.13    252 0.229  8.28  -121.0    10.1   3.9   1.2   96.1   8.71    10.9
09/09/12 06:01:13 20.27    252 0.229  8.30  -122.7     5.4   3.5   1.0   97.8   8.84    10.9
09/09/12 06:31:13 20.28    252 0.229  8.33  -124.1     8.3   2.5   0.7   99.2   8.96    10.9
09/09/12 07:01:12 20.30    252 0.230  8.32  -124.0     8.9  18.9   5.6   99.1   8.95    10.9
09/09/12 07:31:11 20.30    252 0.230  8.33  -124.1     8.3  25.7   7.6   98.9   8.93    10.9
09/09/12 08:01:13 20.31    252 0.230  8.33  -124.2     4.9   4.7   1.4   98.9   8.94    10.9
09/09/12 08:31:13 20.33    252 0.230  8.34  -124.8     1.6   2.7   0.8   99.5   8.98    10.8
09/09/12 09:01:13 20.35    252 0.230  8.34  -124.9     3.2   5.0   1.5   99.6   8.99    10.9
09/09/12 09:31:13 20.38    252 0.230  8.34  -125.2     3.7   1.2   0.4   99.7   8.99    10.9
09/09/12 10:01:12 20.42    252 0.230  8.35  -125.5     5.0   1.6   0.5  100.1   9.02    10.7
09/09/12 10:31:14 20.45    252 0.230  8.36  -126.2     2.9   2.4   0.7  100.7   9.07    10.9
09/09/12 11:01:14 20.49    252 0.230  8.37  -127.1     3.2   2.2   0.7  101.9   9.17    10.9
09/09/12 11:31:14 20.54    252 0.230  8.39  -127.9     2.8   1.2   0.4  102.7   9.24    10.9
09/09/12 12:01:12 20.58    252 0.231  8.39  -128.1     2.5   2.2   0.7  103.3   9.28    10.8
09/09/12 12:31:12 20.61    252 0.231  8.40  -128.5     3.7   1.6   0.5  103.4   9.29    10.8
09/09/12 13:01:13 20.63    252 0.231  8.40  -128.7     1.0   0.5   0.2  103.7   9.30    10.9
09/09/12 13:31:13 20.66    252 0.231  8.40  -128.9     3.7   0.8   0.3  104.2   9.34    10.9
09/09/12 14:01:12 20.67    252 0.231  8.41  -129.2     2.0  14.7   4.3  104.6   9.38    10.8
09/09/12 14:31:13 20.69    252 0.231  8.41  -129.3     1.5   1.6   0.5  104.7   9.39    10.8
09/09/12 15:01:13 20.70    252 0.231  8.41  -129.5     6.5   0.9   0.3  105.0   9.41    10.9
09/09/12 15:31:13 20.71    252 0.231  8.41  -129.4     7.5   1.3   0.4  105.1   9.42    10.9
09/09/12 16:01:12 20.71    251 0.231  8.41  -129.0     3.2   0.7   0.2  104.7   9.38    10.9
09/09/12 16:31:11 20.72    251 0.231  8.41  -129.3     4.0   1.1   0.3  104.9   9.40    10.9
09/09/12 17:01:13 20.70    251 0.231  8.40  -128.8     4.1   6.1   1.8  104.5   9.36    10.9
09/09/12 17:31:13 20.68    252 0.231  8.40  -128.7     2.9   0.8   0.3  104.1   9.33    10.9
09/09/12 18:01:13 20.65    252 0.231  8.39  -127.9     3.4   2.0   0.6  103.1   9.25    10.9
09/09/12 18:31:13 20.63    252 0.231  8.38  -127.6     8.3   1.1   0.4  102.3   9.18    10.8
09/09/12 19:01:13 20.62    252 0.231  8.38  -127.5     1.8   0.8   0.3  102.3   9.19    10.9
09/09/12 19:31:13 20.60    252 0.231  8.38  -127.4     1.2   0.6   0.2  102.2   9.18    10.9
09/09/12 20:01:13 20.58    252 0.231  8.36  -126.1     2.3   0.9   0.3  100.6   9.03    10.9
09/09/12 20:31:13 20.55    252 0.231  8.35  -125.5     3.1   0.6   0.2   99.7   8.96    10.9
09/09/12 21:01:13 20.55    252 0.230  8.36  -126.2     1.9   1.3   0.4  100.6   9.04    10.9
09/09/12 21:31:12 20.53    252 0.230  8.35  -125.5     3.6   0.9   0.3   99.6   8.95    10.9
09/09/12 22:01:13 20.53    252 0.230  8.34  -125.1     3.4   1.4   0.4   98.9   8.89    10.9
09/09/12 22:31:13 20.53    252 0.230  8.35  -125.3     2.0   0.6   0.2   99.0   8.90    10.9
09/09/12 23:01:13 20.52    252 0.230  8.34  -124.9     3.4   1.0   0.3   98.6   8.87    10.9
09/09/12 23:31:14 20.53    252 0.230  8.37  -126.6     4.0   0.5   0.2  100.9   9.07    10.9
09/10/12 00:01:13 20.50    252 0.230  8.36  -126.0     4.1   1.5   0.5  100.0   9.00    10.9
09/10/12 00:31:13 20.47    252 0.230  8.36  -126.4    13.3   0.8   0.3  100.6   9.05    10.9
09/10/12 01:01:12 20.47    252 0.230  8.36  -126.4     6.6   0.8   0.3  100.5   9.05    10.8
09/10/12 01:31:12 20.45    252 0.230  8.36  -126.2     6.4   0.7   0.2  100.3   9.03    10.9
09/10/12 02:01:12 20.43    252 0.230  8.36  -126.0     5.7   0.3   0.1   99.9   9.00    10.8
09/10/12 02:31:14 20.40    252 0.230  8.35  -125.7     3.4   0.4   0.1   99.6   8.98    10.9
09/10/12 03:01:12 20.39    252 0.230  8.35  -125.5     5.9   0.6   0.2   99.3   8.96    10.8
09/10/12 03:31:13 20.39    252 0.230  8.36  -125.9     5.5   0.9   0.3  100.0   9.01    10.9
09/10/12 04:01:13 19.34    251 0.224  8.29  -121.8     6.6   0.8   0.2   99.8   9.18    10.9
09/10/12 04:31:12 19.23    250 0.223  8.31  -122.8     6.4   2.0   0.6  101.3   9.35    10.8
09/10/12 05:01:12 19.23    251 0.223  8.31  -122.6    10.2   1.0   0.3  101.5   9.37    10.8
09/10/12 05:31:13 19.17    250 0.222  8.31  -122.9     6.5   0.9   0.3  101.2   9.35    10.9
09/10/12 06:01:13 19.12    250 0.222  8.34  -124.8     8.7   2.0   0.6  102.4   9.47    10.9
09/10/12 06:31:13 19.10    250 0.222  8.33  -124.1     9.2   1.1   0.3  102.2   9.45    10.8
09/10/12 07:01:14 19.08    250 0.221  8.35  -125.3    13.9   3.2   0.9  103.3   9.56    10.8
09/10/12 07:31:13 19.04    249 0.221  8.36  -125.7    11.0   2.9   0.9  103.5   9.59    10.9
09/10/12 08:01:13 19.03    249 0.221  8.36  -125.6    15.0   1.5   0.5  103.6   9.60    10.9
09/10/12 08:31:13 18.98    249 0.221  8.37  -126.3    17.1   1.1   0.3  104.2   9.67    10.9
09/10/12 09:01:13 18.97    249 0.221  8.36  -126.0    10.2   1.7   0.5  104.4   9.69    10.9
09/10/12 09:31:13 18.95    249 0.221  8.37  -126.5    10.3   2.4   0.7  105.0   9.74    10.9
09/10/12 10:01:14 18.96    249 0.220  8.39  -127.4    12.3   0.7   0.2  105.8   9.81    10.9
09/10/12 10:31:13 18.98    249 0.220  8.39  -127.6     6.5   1.7   0.5  106.5   9.88    10.9
09/10/12 11:01:13 19.01    249 0.220  8.41  -128.5     8.1   1.7   0.5  107.9  10.00    10.9
09/10/12 11:31:12 19.07    249 0.221  8.41  -128.7     4.8  14.2   4.2  107.2   9.93    10.8
09/10/12 12:01:12 19.12    249 0.221  8.42  -129.5     5.3   4.1   1.2  108.6  10.05    10.8
09/10/12 12:31:13 19.18    249 0.221  8.43  -130.2     3.4   0.8   0.2  110.0  10.16    10.9
09/10/12 13:01:12 19.26    248 0.221  8.45  -131.3     4.1   1.6   0.5  111.8  10.31    10.9
09/10/12 13:31:13 19.44    249 0.223  8.40  -128.5     2.7   2.9   0.9  107.0   9.83    10.9
09/10/12 14:01:13 19.51    250 0.223  8.39  -127.8     2.6   3.0   0.9  105.6   9.69    10.9
09/10/12 14:31:13 19.52    250 0.224  8.38  -127.1     6.8   5.4   1.6  105.3   9.66    10.9
09/10/12 15:01:13 19.55    250 0.224  8.39  -127.5     5.9   2.6   0.8  105.6   9.69    10.8
09/10/12 15:31:13 19.64    249 0.224  8.43  -130.0     3.7   0.7   0.2  109.2  10.00    10.9
09/10/12 16:01:12 19.70    249 0.224  8.44  -130.6     1.1  45.8  13.5  110.2  10.07    10.8
09/10/12 16:31:12 19.86    250 0.226  8.40  -128.5     0.8   2.7   0.8  106.0   9.66    10.9
09/10/12 17:01:12 19.83    250 0.225  8.45  -131.5     1.7   3.7   1.1  110.7  10.09    10.8
09/10/12 17:31:12 19.94    250 0.226  8.47  -132.4     1.3   0.2   0.0  111.6  10.15    10.9
09/10/12 18:01:12 20.06    250 0.227  8.44  -130.9     1.7   1.3   0.4  108.6   9.86    10.8
09/10/12 18:31:13 20.12    251 0.227  8.43  -130.2     1.5   1.7   0.5  107.3   9.72    10.9
09/10/12 19:01:13 20.20    251 0.228  8.40  -128.6     3.0   2.6   0.8  104.8   9.48    10.9
09/10/12 19:31:13 20.19    251 0.228  8.39  -127.7     6.3   0.2   0.1  103.5   9.37    10.9
09/10/12 20:01:12 20.19    251 0.228  8.38  -127.2     2.3   1.1   0.3  102.8   9.30    10.9
09/10/12 20:31:12 20.18    251 0.228  8.38  -127.1     1.8   0.9   0.3  102.4   9.27    10.9
09/10/12 21:01:13 20.17    251 0.228  8.37  -126.8     1.7   1.7   0.5  102.3   9.27    10.9
09/10/12 21:31:12 20.04    251 0.227  8.35  -125.5     1.6   3.4   1.0  101.4   9.21    10.8
09/10/12 22:01:13 19.47    250 0.224  8.34  -124.6     2.3   0.3   0.1  101.5   9.32    10.9
09/10/12 22:31:12 19.43    250 0.224  8.33  -124.1     2.7   0.8   0.2  101.0   9.29    10.9
09/10/12 23:01:12 19.40    250 0.223  8.33  -123.8     4.0   0.3   0.1  100.7   9.26    10.8
09/10/12 23:31:13 19.35    250 0.223  8.32  -123.6     3.9   0.6   0.2  100.3   9.24    10.8
09/11/12 00:01:13 19.28    250 0.223  8.32  -123.2     2.8   1.4   0.4  100.2   9.24    10.8
09/11/12 00:31:13 19.23    250 0.223  8.31  -123.0     1.4   1.1   0.4  100.2   9.25    10.9
09/11/12 01:01:13 19.20    250 0.222  8.31  -122.9     2.0  -0.2  -0.1  100.0   9.23    10.9
09/11/12 01:31:13 19.15    250 0.222  8.31  -122.8     4.2   0.1   0.0  100.0   9.24    10.9
09/11/12 02:01:13 19.07    250 0.222  8.30  -122.3     6.2   1.0   0.3   99.6   9.22    10.8
09/11/12 02:31:14 18.01    249 0.216  8.26  -119.6     2.6   1.0   0.3  100.3   9.49    10.8
09/11/12 03:01:13 17.71    249 0.214  8.26  -119.3     5.4   0.6   0.2  101.1   9.62    10.8
09/11/12 03:31:13 17.51    249 0.213  8.26  -119.6     4.9   0.5   0.1  102.2   9.76    10.9
09/11/12 04:01:13 17.37    249 0.212  8.26  -119.3     6.4   0.7   0.2  102.5   9.82    10.8
09/11/12 04:31:14 17.33    249 0.212  8.26  -119.5     7.6   0.2   0.1  102.8   9.86    10.8
09/11/12 05:01:13 17.19    249 0.211  8.27  -120.1     7.3   0.6   0.2  103.7   9.97    10.8
09/11/12 05:31:14 17.15    249 0.211  8.27  -119.9     5.0   0.3   0.1  103.7   9.98    10.9
09/11/12 06:01:13 17.18    249 0.211  8.25  -119.0     3.2   0.7   0.2  102.7   9.89    10.8
09/11/12 06:31:12 17.14    248 0.211  8.26  -119.3     5.6   1.3   0.4  103.2   9.93    10.8
09/11/12 07:01:12 17.14    248 0.211  8.26  -119.1     2.5   4.7   1.4  103.0   9.92    10.8
09/11/12 07:31:13 17.14    249 0.211  8.25  -118.8     3.1   6.5   1.9  102.6   9.88    10.7
09/11/12 08:01:12 17.15    249 0.211  8.25  -118.6    11.4   2.9   0.9  102.6   9.87    10.8
09/11/12 08:31:12 17.19    248 0.211  8.26  -119.3     3.1   2.2   0.7  103.2   9.93    10.8
09/11/12 09:01:13 17.20    248 0.211  8.27  -120.2     1.6  11.8   3.5  104.4  10.04    10.8
09/11/12 09:31:12 17.14    248 0.211  8.27  -120.1     2.4   1.4   0.4  104.4  10.05    10.8
09/11/12 10:01:13 17.13    248 0.211  8.29  -120.9     5.9   0.4   0.1  105.4  10.15    10.9
09/11/12 10:31:13 17.11    248 0.211  8.31  -122.1     7.0   0.9   0.3  106.9  10.30    10.9
09/11/12 11:01:13 16.96    248 0.210  8.30  -121.5     8.2   1.2   0.4  106.6  10.30    10.9
09/11/12 11:31:14 16.79    248 0.209  8.30  -121.6     6.8  18.9   5.6  107.4  10.42    10.8
09/11/12 12:01:13 16.59    248 0.208  8.28  -120.6     3.4   6.7   2.0  107.1  10.44    10.8
09/11/12 12:31:13 16.49    248 0.208  8.28  -120.2     3.0  27.6   8.1  106.8  10.43    10.8
09/11/12 13:01:13 16.38    248 0.207  8.26  -119.1     8.7   2.5   0.7  106.2  10.39    10.8
09/11/12 13:31:13 16.22    248 0.206  8.29  -121.0     2.4  29.4   8.7  108.6  10.66    10.9
09/11/12 14:01:12 16.04    247 0.205  8.30  -121.6     3.2  15.2   4.5  109.8  10.82    10.8
09/11/12 14:31:13 15.89    247 0.204  8.29  -120.7     2.0   1.5   0.5  109.2  10.80    10.8
09/11/12 15:01:14 15.78    247 0.204  8.29  -120.9     2.5   0.6   0.2  109.4  10.84    10.9
09/11/12 15:31:13 15.76    247 0.204  8.29  -121.0     7.5   1.3   0.4  109.8  10.89    10.8
09/11/12 16:01:13 15.66    247 0.203  8.30  -121.4     2.1   2.8   0.8  110.5  10.98    10.8
09/11/12 16:31:14 15.52    247 0.202  8.29  -120.7     2.8   1.0   0.3  109.6  10.93    10.9
09/11/12 17:01:13 15.44    247 0.202  8.28  -119.9     3.9   6.9   2.0  109.0  10.89    10.8
09/11/12 17:31:13 15.29    248 0.202  8.25  -118.4     2.5   2.6   0.8  107.8  10.80    10.8
09/11/12 18:01:13 15.19    247 0.201  8.25  -118.2     4.3   1.6   0.5  107.9  10.83    10.8
09/11/12 18:31:14 15.04    247 0.200  8.24  -117.7     2.0   4.3   1.3  107.4  10.82    10.8
09/11/12 19:01:13 14.91    247 0.200  8.22  -116.5     2.9   1.2   0.4  106.7  10.77    10.8
09/11/12 19:31:12 14.68    247 0.199  8.20  -115.4     2.2   0.7   0.2  106.0  10.75    10.8
09/11/12 20:01:13 14.53    247 0.198  8.20  -115.3     2.8   1.2   0.4  105.8  10.77    10.8
09/11/12 20:31:13 14.40    247 0.197  8.20  -114.9     3.8   0.9   0.3  105.5  10.77    10.8
09/11/12 21:01:13 14.29    247 0.197  8.19  -114.4     3.4   1.0   0.3  105.3  10.77    10.8
09/11/12 21:31:12 14.36    247 0.197  8.18  -113.8     3.4   1.5   0.5  104.8  10.70    10.7
09/11/12 22:01:13 14.36    247 0.197  8.18  -113.6     3.4   0.9   0.3  104.6  10.68    10.8
09/11/12 22:31:14 14.52    248 0.198  8.14  -111.6     2.5   0.6   0.2  102.7  10.46    10.8
09/11/12 23:01:13 14.64    248 0.199  8.15  -111.9     3.0   0.4   0.1  102.8  10.44    10.8
09/11/12 23:31:13 14.64    248 0.199  8.14  -111.5     4.0   0.6   0.2  102.4  10.40    10.8
09/12/12 00:01:12 14.44    248 0.198  8.14  -111.7     5.9   0.5   0.1  102.8  10.49    10.8
09/12/12 00:31:12 15.16    248 0.201  8.22  -116.3     3.7   0.4   0.1  105.7  10.62    10.7
09/12/12 01:01:13 14.41    248 0.198  8.11  -109.8     4.8   6.5   1.9  101.3  10.34    10.8
09/12/12 01:31:13 14.23    248 0.197  8.12  -110.5     7.7   1.1   0.3  101.9  10.44    10.8
09/12/12 02:01:12 14.03    248 0.196  8.13  -110.7     6.1   1.1   0.3  102.3  10.53    10.8
